sampleid	Study	Link	Host	Phylum	Class	Order	Family	Genus	Species	Diet	16S 515F-806R	Elevation	Latitude	Longitude	Year_Collected	Year_Given	Precipitation	Temp_Min	Temp_Max	Temp_Mean	Rel_Hum	Sun_Shine	Wind	ETo	Land_Water_Air	AquaStat_Link	Climate_Notes	Included	ExclusionReason	Captivity	GMTOL_Notes	16S515F-806R	initials	Continent
escalaspagruspagrus2	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Pagrus	Pagrus_Pagrus	Carnivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassarpasalpa1	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sarpa	Sarpa_Salpa	Herbivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassarpasalpa2	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sarpa	Sarpa_Salpa	Herbivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassarpasalpa3	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sarpa	Sarpa_Salpa	Herbivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassarpasalpa4	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sarpa	Sarpa_Salpa	Herbivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassarpasalpa5	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sarpa	Sarpa_Salpa	Herbivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassparusaurata1	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sparus	Sparus_Aurata	Carnivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassparusaurata2	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sparus	Sparus_Aurata	Carnivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
escalassparusaurata3	Escalas_et_al_2021	https://www.frontiersin.org/articles/10.3389/fmars.2021.622883/full	Porgies	Chordata	Actinopterygii	Perciformes	Sparidae	Sparus	Sparus_Aurata	Carnivore	V3-V4	312	43.5912	3.2584	2018		146.25	1.2	29.3	14.58333333	58.05	14661241.67	3.62	91.41666667	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=43.5912356&lon=3.2583626&year=2018&datasource=agera5						V3-V4	NS	Europe
Kim_weddell1	Kim_et_al_2020	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes_Weddellii	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_weddell2	Kim_et_al_2021	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes_Weddellii	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_weddell3	Kim_et_al_2022	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes_Weddellii	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_weddell4	Kim_et_al_2023	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes_Weddellii	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_weddell5	Kim_et_al_2024	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes_Weddellii	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_elephant1	Kim_et_al_2025	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga_Leonina	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_elephant2	Kim_et_al_2026	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga_Leonina	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_elephant3	Kim_et_al_2027	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga_Leonina	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_elephant4	Kim_et_al_2028	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga_Leonina	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Kim_elephant5	Kim_et_al_2029	https://link.springer.com/article/10.1007/s12275-020-0524-3	Seals	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga_Leonina	Carnivore	V3-V4	-104	-62.2228	-58.7883	2020		70.33333333	-9.8	1.9	-2.633333333	87.58333333	9771398.25	6.28	0.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-62.222778&lon=-58.788333&year=2020&datasource=agera5						V3-V4	ES	Antarctica
Burke1	Burke_et_al_2018	https://www.mdpi.com/2076-2607/6/3/68	Australian Northern Quoll	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus_hallucatus	Carnivore	V3-V4	60	-11.8855	136.425	2016		95.16666667	24.0	29.9	27.58333333	77.05833333	21402213.33	5.85	150.8333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-11.885483&lon=136.424950&year=2016&datasource=agera5					Marsupial	V3-V4	EK	Oceania
Burke2	Burke_et_al_2018	https://www.mdpi.com/2076-2607/6/3/68	Australian Northern Quoll	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus_hallucatus	Carnivore	V3-V4	60	-11.8855	136.425	2016		95.16666667	24.0	29.9	27.58333333	77.05833333	21402213.33	5.85	150.8333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-11.885483&lon=136.424950&year=2016&datasource=agera5					Marsupial	V3-V4	EK	Oceania
Burke3	Burke_et_al_2018	https://www.mdpi.com/2076-2607/6/3/68	Australian Northern Quoll	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus_hallucatus	Carnivore	V3-V4	60	-11.8855	136.425	2016		95.16666667	24.0	29.9	27.58333333	77.05833333	21402213.33	5.85	150.8333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-11.885483&lon=136.424950&year=2016&datasource=agera5					Marsupial	V3-V4	EK	Oceania
Burke4	Burke_et_al_2018	https://www.mdpi.com/2076-2607/6/3/68	Australian Northern Quoll	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus_hallucatus	Carnivore	V3-V4	60	-11.8855	136.425	2016		95.16666667	24.0	29.9	27.58333333	77.05833333	21402213.33	5.85	150.8333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-11.885483&lon=136.424950&year=2016&datasource=agera5					Marsupial	V3-V4	EK	Oceania
Burke5	Burke_et_al_2018	https://www.mdpi.com/2076-2607/6/3/68	Australian Northern Quoll	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus_hallucatus	Carnivore	V3-V4	60	-11.8855	136.425	2016		95.16666667	24.0	29.9	27.58333333	77.05833333	21402213.33	5.85	150.8333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-11.885483&lon=136.424950&year=2016&datasource=agera5					Marsupial	V3-V4	EK	Oceania
smits1	Smits_et_al_2017	https://www.science.org/doi/full/10.1126/science.aan4834	Hadza Tribe	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	1027	-3.6348	35.0829	2014		46.83333333	18.9	28.7	24.03333333	55.84166667	23277672.58	5.42	179.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.6347588&lon=35.0828588&year=2014&datasource=agera5						V3-V4	SJ	Africa
smits2	Smits_et_al_2017	https://www.science.org/doi/full/10.1126/science.aan4834	Hadza Tribe	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	1027	-3.6348	35.0829	2014		46.83333333	18.9	28.7	24.03333333	55.84166667	23277672.58	5.42	179.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.6347588&lon=35.0828588&year=2014&datasource=agera5						V3-V4	SJ	Africa
smits3	Smits_et_al_2017	https://www.science.org/doi/full/10.1126/science.aan4834	Hadza Tribe	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	1027	-3.6348	35.0829	2014		46.83333333	18.9	28.7	24.03333333	55.84166667	23277672.58	5.42	179.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.6347588&lon=35.0828588&year=2014&datasource=agera5						V3-V4	SJ	Africa
smits4	Smits_et_al_2017	https://www.science.org/doi/full/10.1126/science.aan4834	Hadza Tribe	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	1027	-3.6348	35.0829	2014		46.83333333	18.9	28.7	24.03333333	55.84166667	23277672.58	5.42	179.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.6347588&lon=35.0828588&year=2014&datasource=agera5						V3-V4	SJ	Africa
smits5	Smits_et_al_2017	https://www.science.org/doi/full/10.1126/science.aan4834	Hadza Tribe	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	1027	-3.6348	35.0829	2014		46.83333333	18.9	28.7	24.03333333	55.84166667	23277672.58	5.42	179.25	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-3.6347588&lon=35.0828588&year=2014&datasource=agera5						V3-V4	SJ	Africa
Couch1	Couch_et_al_2021	https://www.nature.com/articles/s41467-021-22510-8#data-availability	African Buffalo	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	V3-V4	307	-23.9884	31.5547	2017		41.58333333	13.4	32.1	23.46666667	47.325	17825185.92	3.21	141.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-23.9883848&lon=31.5547402&year=2017&datasource=agera5						V3-V4	EK	Africa
Couch2	Couch_et_al_2021	https://www.nature.com/articles/s41467-021-22510-8#data-availability	African Buffalo	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	V3-V4	307	-23.9884	31.5547	2017		41.58333333	13.4	32.1	23.46666667	47.325	17825185.92	3.21	141.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-23.9883848&lon=31.5547402&year=2017&datasource=agera5						V3-V4	EK	Africa
Couch3	Couch_et_al_2021	https://www.nature.com/articles/s41467-021-22510-8#data-availability	African Buffalo	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	V3-V4	307	-23.9884	31.5547	2017		41.58333333	13.4	32.1	23.46666667	47.325	17825185.92	3.21	141.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-23.9883848&lon=31.5547402&year=2017&datasource=agera5						V3-V4	EK	Africa
Couch4	Couch_et_al_2021	https://www.nature.com/articles/s41467-021-22510-8#data-availability	African Buffalo	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	V3-V4	307	-23.9884	31.5547	2017		41.58333333	13.4	32.1	23.46666667	47.325	17825185.92	3.21	141.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-23.9883848&lon=31.5547402&year=2017&datasource=agera5						V3-V4	EK	Africa
Couch5	Couch_et_al_2021	https://www.nature.com/articles/s41467-021-22510-8#data-availability	African Buffalo	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	V3-V4	307	-23.9884	31.5547	2017		41.58333333	13.4	32.1	23.46666667	47.325	17825185.92	3.21	141.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-23.9883848&lon=31.5547402&year=2017&datasource=agera5						V3-V4	EK	Africa
vejar1	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6.0	31.0	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ	South America
vejar2	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6.0	31.0	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ	South America
vejar3	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6.0	31.0	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ	South America
vejar4	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6.0	31.0	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ	South America
vejar5	Vejar_et_al_2017	https://www.frontiersin.org/articles/10.3389/fmicb.2017.01221/full#h7	Chileans	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	542	-33.4489	-70.6693	2017	N	55.75	6.0	31.0	16.175	46.7	19820375.75	1.75	109.75	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-33.4488897&lon=-70.6692655&year=2017&datasource=agera5						V3-V4	SJ	South America
Schaan1	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.67	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK	South America
Schaan2	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.67	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK	South America
Schaan3	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.67	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK	South America
Schaan4	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.67	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK	South America
Schaan5	Schaan_et_al_2021	https://www.nature.com/articles/s41522-021-00237-0#data-availability	Brazilians	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	140	-4.6128	-51.504	2021	N	180.5833333	21.8	34.6	26.725	68.025	17193758.67	1.67	118.5	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-4.6128006&lon=-51.5040478&year=2021&datasource=agera5					Inbetweenindiginousandurbanenvironments	V3-V4	EK	South America
Plummer1	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41.0	26.49166667	44.9	20041682.58	4.68	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom20	V3-V4	NT	Asia
Plummer2	Plummer_et_al_2020	https://gutpathogens.biomedcentral.com/articles/10.1186/s13099-020-00351-y	Arab Kuwaitis 	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	Omnivore	V3-V4	17	29.3759	47.9774	2017		5.833333333	11.2	41.0	26.49166667	44.9	20041682.58	4.68	192.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=29.375859&lon=47.9774052&year=2017&datasource=agera5					readsstartingfrom21	V3-V4	NT	Asia
